,,District,Commodity,Price (Rs/Quintal),Unit,Season
,,Saraikela Kharsawan,Sugarcane,303.64,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Tomato,2341.91,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Wheat,2116.11,Rs/Quintal,Rabi
,,Simdega,Arhar (Tur),6273.76,Rs/Quintal,Rabi
,,Simdega,Gram (Chana),5416.58,Rs/Quintal,Rabi
,,Simdega,Maize,1667.13,Rs/Quintal,Rabi
,,Simdega,Mustard,5743.21,Rs/Quintal,Rabi
,,Simdega,Onion,2046.53,Rs/Quintal,Rabi
,,Simdega,Potato,1708.75,Rs/Quintal,Rabi
,,Simdega,Rice (Paddy),1872.3,Rs/Quintal,Rabi
,,Simdega,Sugarcane,290.6,Rs/Quintal,Rabi
,,Simdega,Tomato,2372.88,Rs/Quintal,Rabi
,,Simdega,Wheat,1999.7,Rs/Quintal,Rabi
,,West Singhbhum,Arhar (Tur),6565.46,Rs/Quintal,Rabi
,,West Singhbhum,Gram (Chana),5730.21,Rs/Quintal,Rabi
,,West Singhbhum,Maize,1729.82,Rs/Quintal,Rabi
,,West Singhbhum,Mustard,6117.9,Rs/Quintal,Rabi
,,West Singhbhum,Onion,2167.2,Rs/Quintal,Rabi
,,West Singhbhum,Potato,1824.17,Rs/Quintal,Rabi
,,West Singhbhum,Rice (Paddy),1954.67,Rs/Quintal,Rabi
,,West Singhbhum,Sugarcane,311.49,Rs/Quintal,Rabi
,,West Singhbhum,Tomato,2484.07,Rs/Quintal,Rabi
,,West Singhbhum,Wheat,2064.35,Rs/Quintal,Rabi
,,Bokaro,Arhar (Tur),6331.9,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),5356.5,Rs/Quintal,Kharif
,,Bokaro,Maize,1656.3,Rs/Quintal,Kharif
,,Bokaro,Mustard,5789.17,Rs/Quintal,Kharif
,,Bokaro,Onion,2322.77,Rs/Quintal,Kharif
,,Bokaro,Potato,1577.28,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),1852.36,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,290.81,Rs/Quintal,Kharif
,,Bokaro,Tomato,2624.36,Rs/Quintal,Kharif
,,Bokaro,Wheat,1988.05,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),6343.41,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),5467.82,Rs/Quintal,Kharif
,,Chatra,Maize,1704.39,Rs/Quintal,Kharif
,,Chatra,Mustard,5828.55,Rs/Quintal,Kharif
,,Chatra,Onion,2377.87,Rs/Quintal,Kharif
,,Chatra,Potato,1566.45,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),1870.42,Rs/Quintal,Kharif
,,Chatra,Sugarcane,294.93,Rs/Quintal,Kharif
,,Chatra,Tomato,2632.32,Rs/Quintal,Kharif
,,Chatra,Wheat,2014.14,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),6238.75,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),5479.42,Rs/Quintal,Kharif
,,Deoghar,Maize,1660.64,Rs/Quintal,Kharif
,,Deoghar,Mustard,5724.43,Rs/Quintal,Kharif
,,Deoghar,Onion,2427.93,Rs/Quintal,Kharif
,,Deoghar,Potato,1561.63,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),1872.49,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,290.66,Rs/Quintal,Kharif
,,Deoghar,Tomato,2670.17,Rs/Quintal,Kharif
,,Deoghar,Wheat,1979.87,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),6640.66,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),5685.93,Rs/Quintal,Kharif
,,Dhanbad,Maize,1755.29,Rs/Quintal,Kharif
,,Dhanbad,Mustard,6097.36,Rs/Quintal,Kharif
,,Dhanbad,Onion,2463.94,Rs/Quintal,Kharif
,,Dhanbad,Potato,1625.95,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),1958.31,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,304.91,Rs/Quintal,Kharif
,,Dhanbad,Tomato,2781.98,Rs/Quintal,Kharif
,,Dhanbad,Wheat,2115.15,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),5894.89,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),5145.8,Rs/Quintal,Kharif
,,Dumka,Maize,1617.08,Rs/Quintal,Kharif
,,Dumka,Mustard,5400.97,Rs/Quintal,Kharif
,,Dumka,Onion,2242.71,Rs/Quintal,Kharif
,,Dumka,Potato,1538.15,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1757.66,Rs/Quintal,Kharif
,,Dumka,Sugarcane,278.63,Rs/Quintal,Kharif
,,Dumka,Tomato,2532.6,Rs/Quintal,Kharif
,,Dumka,Wheat,1847.6,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),6189.12,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),5444.85,Rs/Quintal,Kharif
,,East Singhbhum,Maize,1686.06,Rs/Quintal,Kharif
,,East Singhbhum,Mustard,5687.09,Rs/Quintal,Kharif
,,East Singhbhum,Onion,2340.33,Rs/Quintal,Kharif
,,East Singhbhum,Potato,1543.6,Rs/Quintal,Kharif
,,East Singhbhum,Rice (Paddy),1880.52,Rs/Quintal,Kharif
,,East Singhbhum,Sugarcane,297.25,Rs/Quintal,Kharif
,,East Singhbhum,Tomato,2677.66,Rs/Quintal,Kharif
,,East Singhbhum,Wheat,1952.94,Rs/Quintal,Kharif
,,Garhwa,Arhar (Tur),6207.15,Rs/Quintal,Kharif
,,Garhwa,Gram (Chana),5513.98,Rs/Quintal,Kharif
,,Garhwa,Maize,1672.76,Rs/Quintal,Kharif
,,Garhwa,Mustard,5808.68,Rs/Quintal,Kharif
,,Garhwa,Onion,2376.65,Rs/Quintal,Kharif
,,Garhwa,Potato,1548.96,Rs/Quintal,Kharif
,,Garhwa,Rice (Paddy),1868.85,Rs/Quintal,Kharif
,,Garhwa,Sugarcane,295.21,Rs/Quintal,Kharif
,,Garhwa,Tomato,2561.53,Rs/Quintal,Kharif
,,Garhwa,Wheat,1954.93,Rs/Quintal,Kharif
,,Giridih,Arhar (Tur),6232.9,Rs/Quintal,Kharif
,,Giridih,Gram (Chana),5468.03,Rs/Quintal,Kharif
,,Giridih,Maize,1699.95,Rs/Quintal,Kharif
,,Giridih,Mustard,5736.18,Rs/Quintal,Kharif
,,Giridih,Onion,2402.9,Rs/Quintal,Kharif
,,Giridih,Potato,1541.55,Rs/Quintal,Kharif
,,Giridih,Rice (Paddy),1853.55,Rs/Quintal,Kharif
,,Giridih,Sugarcane,297.15,Rs/Quintal,Kharif
,,Giridih,Tomato,2613.08,Rs/Quintal,Kharif
,,Giridih,Wheat,1983.54,Rs/Quintal,Kharif
,,Godda,Arhar (Tur),6273.55,Rs/Quintal,Kharif
,,Godda,Gram (Chana),5362.73,Rs/Quintal,Kharif
,,Godda,Maize,1685.33,Rs/Quintal,Kharif
,,Godda,Mustard,5794.79,Rs/Quintal,Kharif
,,Godda,Onion,2419.3,Rs/Quintal,Kharif
,,Godda,Potato,1528.77,Rs/Quintal,Kharif
,,Godda,Rice (Paddy),1869.87,Rs/Quintal,Kharif
,,Godda,Sugarcane,288.28,Rs/Quintal,Kharif
,,Godda,Tomato,2716.43,Rs/Quintal,Kharif
,,Godda,Wheat,1989.77,Rs/Quintal,Kharif
,,Gumla,Arhar (Tur),6219.32,Rs/Quintal,Kharif
,,Gumla,Gram (Chana),5371.12,Rs/Quintal,Kharif
,,Gumla,Maize,1666.48,Rs/Quintal,Kharif
,,Gumla,Mustard,5831.12,Rs/Quintal,Kharif
,,Gumla,Onion,2354.48,Rs/Quintal,Kharif
,,Gumla,Potato,1579.52,Rs/Quintal,Kharif
,,Gumla,Rice (Paddy),1885.32,Rs/Quintal,Kharif
,,Gumla,Sugarcane,292.51,Rs/Quintal,Kharif
,,Gumla,Tomato,2690.48,Rs/Quintal,Kharif
,,Gumla,Wheat,1969.59,Rs/Quintal,Kharif
,,Hazaribagh,Arhar (Tur),6369.91,Rs/Quintal,Kharif
,,Hazaribagh,Gram (Chana),5386.72,Rs/Quintal,Kharif
,,Hazaribagh,Maize,1638.07,Rs/Quintal,Kharif
,,Hazaribagh,Mustard,5732.01,Rs/Quintal,Kharif
,,Hazaribagh,Onion,2372.34,Rs/Quintal,Kharif
,,Hazaribagh,Potato,1555.57,Rs/Quintal,Kharif
,,Hazaribagh,Rice (Paddy),1862.29,Rs/Quintal,Kharif
,,Hazaribagh,Sugarcane,290.21,Rs/Quintal,Kharif
,,Hazaribagh,Tomato,2642.05,Rs/Quintal,Kharif
,,Hazaribagh,Wheat,1983.85,Rs/Quintal,Kharif
,,Jamshedpur,Arhar (Tur),6517.15,Rs/Quintal,Kharif
,,Jamshedpur,Gram (Chana),5703.83,Rs/Quintal,Kharif
,,Jamshedpur,Maize,1778.11,Rs/Quintal,Kharif
,,Jamshedpur,Mustard,6012.05,Rs/Quintal,Kharif
,,Jamshedpur,Onion,2462.57,Rs/Quintal,Kharif
,,Jamshedpur,Potato,1601.75,Rs/Quintal,Kharif
,,Jamshedpur,Rice (Paddy),1954.19,Rs/Quintal,Kharif
,,Jamshedpur,Sugarcane,307.06,Rs/Quintal,Kharif
,,Jamshedpur,Tomato,2798.91,Rs/Quintal,Kharif
,,Jamshedpur,Wheat,2084.72,Rs/Quintal,Kharif
,,Jamtara,Arhar (Tur),6207.43,Rs/Quintal,Kharif
,,Jamtara,Gram (Chana),5453.07,Rs/Quintal,Kharif
,,Jamtara,Maize,1639.06,Rs/Quintal,Kharif
,,Jamtara,Mustard,5722.14,Rs/Quintal,Kharif
,,Jamtara,Onion,2412.26,Rs/Quintal,Kharif
,,Jamtara,Potato,1572.57,Rs/Quintal,Kharif
,,Jamtara,Rice (Paddy),1900.76,Rs/Quintal,Kharif
,,Jamtara,Sugarcane,292.62,Rs/Quintal,Kharif
,,Jamtara,Tomato,2591.91,Rs/Quintal,Kharif
,,Jamtara,Wheat,1958.94,Rs/Quintal,Kharif
,,Khunti,Arhar (Tur),6261.04,Rs/Quintal,Kharif
,,Khunti,Gram (Chana),5412.83,Rs/Quintal,Kharif
,,Khunti,Maize,1641.47,Rs/Quintal,Kharif
,,Khunti,Mustard,5822.01,Rs/Quintal,Kharif
,,Khunti,Onion,2334.01,Rs/Quintal,Kharif
,,Khunti,Potato,1589.78,Rs/Quintal,Kharif
,,Khunti,Rice (Paddy),1858.62,Rs/Quintal,Kharif
,,Khunti,Sugarcane,291.76,Rs/Quintal,Kharif
,,Khunti,Tomato,2698.07,Rs/Quintal,Kharif
,,Khunti,Wheat,2007.21,Rs/Quintal,Kharif
,,Koderma,Arhar (Tur),6313.8,Rs/Quintal,Kharif
,,Koderma,Gram (Chana),5486.81,Rs/Quintal,Kharif
,,Koderma,Maize,1694.63,Rs/Quintal,Kharif
,,Koderma,Mustard,5687.38,Rs/Quintal,Kharif
,,Koderma,Onion,2386.55,Rs/Quintal,Kharif
,,Koderma,Potato,1562.47,Rs/Quintal,Kharif
,,Koderma,Rice (Paddy),1861.09,Rs/Quintal,Kharif
,,Koderma,Sugarcane,288.19,Rs/Quintal,Kharif
,,Koderma,Tomato,2719.03,Rs/Quintal,Kharif
,,Koderma,Wheat,1989.48,Rs/Quintal,Kharif
,,Lohardaga,Arhar (Tur),6228.27,Rs/Quintal,Kharif
,,Lohardaga,Gram (Chana),5419.46,Rs/Quintal,Kharif
,,Lohardaga,Maize,1703.71,Rs/Quintal,Kharif
,,Lohardaga,Mustard,5722.22,Rs/Quintal,Kharif
,,Lohardaga,Onion,2426.45,Rs/Quintal,Kharif
,,Lohardaga,Potato,1583.37,Rs/Quintal,Kharif
,,Lohardaga,Rice (Paddy),1899.99,Rs/Quintal,Kharif
,,Lohardaga,Sugarcane,288.45,Rs/Quintal,Kharif
,,Lohardaga,Tomato,2718.51,Rs/Quintal,Kharif
,,Lohardaga,Wheat,1992.88,Rs/Quintal,Kharif
,,Pakur,Arhar (Tur),5872.91,Rs/Quintal,Kharif
,,Pakur,Gram (Chana),5200.64,Rs/Quintal,Kharif
,,Pakur,Maize,1559.4,Rs/Quintal,Kharif
,,Pakur,Mustard,5428.52,Rs/Quintal,Kharif
,,Pakur,Onion,2200.35,Rs/Quintal,Kharif
,,Pakur,Potato,1469.95,Rs/Quintal,Kharif
,,Pakur,Rice (Paddy),1773.35,Rs/Quintal,Kharif
,,Pakur,Sugarcane,273.82,Rs/Quintal,Kharif
,,Pakur,Tomato,2457.98,Rs/Quintal,Kharif
,,Pakur,Wheat,1921.52,Rs/Quintal,Kharif
,,Palamu,Arhar (Tur),6256.43,Rs/Quintal,Kharif
,,Palamu,Gram (Chana),5448.75,Rs/Quintal,Kharif
,,Palamu,Maize,1653.23,Rs/Quintal,Kharif
,,Palamu,Mustard,5764.95,Rs/Quintal,Kharif
,,Palamu,Onion,2347.48,Rs/Quintal,Kharif
,,Palamu,Potato,1592.73,Rs/Quintal,Kharif
,,Palamu,Rice (Paddy),1891.63,Rs/Quintal,Kharif
,,Palamu,Sugarcane,296.06,Rs/Quintal,Kharif
,,Palamu,Tomato,2699.52,Rs/Quintal,Kharif
,,Palamu,Wheat,1959.46,Rs/Quintal,Kharif
,,Ramgarh,Arhar (Tur),6210.64,Rs/Quintal,Kharif
,,Ramgarh,Gram (Chana),5455.49,Rs/Quintal,Kharif
,,Ramgarh,Maize,1680.12,Rs/Quintal,Kharif
,,Ramgarh,Mustard,5784.92,Rs/Quintal,Kharif
,,Ramgarh,Onion,2353.11,Rs/Quintal,Kharif
,,Ramgarh,Potato,1587.37,Rs/Quintal,Kharif
,,Ramgarh,Rice (Paddy),1898.36,Rs/Quintal,Kharif
,,Ramgarh,Sugarcane,292.83,Rs/Quintal,Kharif
,,Ramgarh,Tomato,2573.79,Rs/Quintal,Kharif
,,Ramgarh,Wheat,1978.73,Rs/Quintal,Kharif
,,Ranchi,Arhar (Tur),6496.25,Rs/Quintal,Kharif
,,Ranchi,Gram (Chana),5775.1,Rs/Quintal,Kharif
,,Ranchi,Maize,1772.81,Rs/Quintal,Kharif
,,Ranchi,Mustard,6062.51,Rs/Quintal,Kharif
,,Ranchi,Onion,2479.88,Rs/Quintal,Kharif
,,Ranchi,Potato,1672.46,Rs/Quintal,Kharif
,,Ranchi,Rice (Paddy),1975.84,Rs/Quintal,Kharif
,,Ranchi,Sugarcane,307.52,Rs/Quintal,Kharif
,,Ranchi,Tomato,2850.86,Rs/Quintal,Kharif
,,Ranchi,Wheat,2109.33,Rs/Quintal,Kharif
,,Sahebganj,Arhar (Tur),6184.17,Rs/Quintal,Kharif
,,Sahebganj,Gram (Chana),5404.14,Rs/Quintal,Kharif
,,Sahebganj,Maize,1694.2,Rs/Quintal,Kharif
,,Sahebganj,Mustard,5781.08,Rs/Quintal,Kharif
,,Sahebganj,Onion,2402.69,Rs/Quintal,Kharif
,,Sahebganj,Potato,1592.82,Rs/Quintal,Kharif
,,Sahebganj,Rice (Paddy),1893.22,Rs/Quintal,Kharif
,,Sahebganj,Sugarcane,295.12,Rs/Quintal,Kharif
,,Sahebganj,Tomato,2644.88,Rs/Quintal,Kharif
,,Sahebganj,Wheat,1963.6,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Arhar (Tur),6305.44,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Gram (Chana),5418.7,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Maize,1643.38,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Mustard,5704.09,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Onion,2360.67,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1563.7,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),1858.19,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,296.62,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2692.86,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,2001.25,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),5972.6,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),5205.87,Rs/Quintal,Kharif
,,Simdega,Maize,1554.14,Rs/Quintal,Kharif
,,Simdega,Mustard,5448.99,Rs/Quintal,Kharif
,,Simdega,Onion,2251.84,Rs/Quintal,Kharif
,,Simdega,Potato,1441.58,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1795.77,Rs/Quintal,Kharif
,,Simdega,Sugarcane,281.07,Rs/Quintal,Kharif
,,Simdega,Tomato,2446.57,Rs/Quintal,Kharif
,,Simdega,Wheat,1878.19,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),6280.62,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),5402.63,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1669.56,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,5828.68,Rs/Quintal,Kharif
,,West Singhbhum,Onion,2343.96,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1566.84,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),1873.37,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,294.87,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2681.68,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,2009.85,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),6913.85,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),5958.97,Rs/Quintal,Kharif
,,Bokaro,Maize,1438.62,Rs/Quintal,Kharif
,,Bokaro,Mustard,6319.9,Rs/Quintal,Kharif
,,Bokaro,Onion,2079.47,Rs/Quintal,Kharif
,,Bokaro,Potato,1752.83,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),1571.9,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,321.42,Rs/Quintal,Kharif
,,Bokaro,Tomato,2267.49,Rs/Quintal,Kharif
,,Bokaro,Wheat,2220.37,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),6855.38,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),6058.56,Rs/Quintal,Kharif
,,Chatra,Maize,1428,Rs/Quintal,Kharif
,,Chatra,Mustard,6321.41,Rs/Quintal,Kharif
,,Chatra,Onion,2052.39,Rs/Quintal,Kharif
,,Chatra,Potato,1740.24,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),1596.24,Rs/Quintal,Kharif
,,Chatra,Sugarcane,325.71,Rs/Quintal,Kharif
,,Chatra,Tomato,2331.38,Rs/Quintal,Kharif
,,Chatra,Wheat,2233.34,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),6966.51,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),5999.53,Rs/Quintal,Kharif
,,Deoghar,Maize,1413.46,Rs/Quintal,Kharif
,,Deoghar,Mustard,6425.18,Rs/Quintal,Kharif
,,Deoghar,Onion,2051.88,Rs/Quintal,Kharif
,,Deoghar,Potato,1682.57,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),1557.8,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,325.39,Rs/Quintal,Kharif
,,Deoghar,Tomato,2251.11,Rs/Quintal,Kharif
,,Deoghar,Wheat,2171.45,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),7240.25,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),6347.01,Rs/Quintal,Kharif
,,Dhanbad,Maize,1511.46,Rs/Quintal,Kharif
,,Dhanbad,Mustard,6596.77,Rs/Quintal,Kharif
,,Dhanbad,Onion,2147.35,Rs/Quintal,Kharif
,,Dhanbad,Potato,1839.88,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),1651.23,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,341.31,Rs/Quintal,Kharif
,,Dhanbad,Tomato,2500.35,Rs/Quintal,Kharif
,,Dhanbad,Wheat,2337.15,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),6588.79,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),5685.39,Rs/Quintal,Kharif
,,Dumka,Maize,1310.09,Rs/Quintal,Kharif
,,Dumka,Mustard,6034.85,Rs/Quintal,Kharif
,,Dumka,Onion,1981.37,Rs/Quintal,Kharif
,,Dumka,Potato,1618.46,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1506.57,Rs/Quintal,Kharif
,,Dumka,Sugarcane,310.81,Rs/Quintal,Kharif
,,Dumka,Tomato,2251.82,Rs/Quintal,Kharif
,,Dumka,Wheat,2109.83,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),6856.7,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),5995.6,Rs/Quintal,Kharif
,,East Singhbhum,Maize,1399.07,Rs/Quintal,Kharif
,,East Singhbhum,Mustard,6346.39,Rs/Quintal,Kharif
,,East Singhbhum,Onion,2112.59,Rs/Quintal,Kharif
,,East Singhbhum,Potato,1714,Rs/Quintal,Kharif
,,East Singhbhum,Rice (Paddy),1557.59,Rs/Quintal,Kharif
,,East Singhbhum,Sugarcane,320.48,Rs/Quintal,Kharif
,,East Singhbhum,Tomato,2280.89,Rs/Quintal,Kharif
,,East Singhbhum,Wheat,2228.2,Rs/Quintal,Kharif
,,Garhwa,Arhar (Tur),6957.1,Rs/Quintal,Kharif
,,Garhwa,Gram (Chana),6014.79,Rs/Quintal,Kharif
,,Garhwa,Maize,1402.28,Rs/Quintal,Kharif
,,Garhwa,Mustard,6350.47,Rs/Quintal,Kharif
,,Garhwa,Onion,2078.4,Rs/Quintal,Kharif
,,Garhwa,Potato,1727.6,Rs/Quintal,Kharif
,,Garhwa,Rice (Paddy),1590.87,Rs/Quintal,Kharif
,,Garhwa,Sugarcane,321.32,Rs/Quintal,Kharif
,,Garhwa,Tomato,2251.85,Rs/Quintal,Kharif
,,Garhwa,Wheat,2178.93,Rs/Quintal,Kharif
,,Giridih,Arhar (Tur),7022.29,Rs/Quintal,Kharif
,,Giridih,Gram (Chana),5989.73,Rs/Quintal,Kharif
,,Giridih,Maize,1412.45,Rs/Quintal,Kharif
,,Giridih,Mustard,6413.46,Rs/Quintal,Kharif
,,Giridih,Onion,2079.1,Rs/Quintal,Kharif
,,Giridih,Potato,1765.97,Rs/Quintal,Kharif
,,Giridih,Rice (Paddy),1566.69,Rs/Quintal,Kharif
,,Giridih,Sugarcane,322.37,Rs/Quintal,Kharif
,,Giridih,Tomato,2350.9,Rs/Quintal,Kharif
,,Giridih,Wheat,2158.22,Rs/Quintal,Kharif
,,Godda,Arhar (Tur),6931.9,Rs/Quintal,Kharif
,,Godda,Gram (Chana),6069.67,Rs/Quintal,Kharif
,,Godda,Maize,1432.35,Rs/Quintal,Kharif
,,Godda,Mustard,6434.3,Rs/Quintal,Kharif
,,Godda,Onion,2087.21,Rs/Quintal,Kharif
,,Godda,Potato,1732.46,Rs/Quintal,Kharif
,,Godda,Rice (Paddy),1562.39,Rs/Quintal,Kharif
,,Godda,Sugarcane,321.02,Rs/Quintal,Kharif
,,Godda,Tomato,2387.9,Rs/Quintal,Kharif
,,Godda,Wheat,2202.5,Rs/Quintal,Kharif
,,Gumla,Arhar (Tur),6955.01,Rs/Quintal,Kharif
,,Gumla,Gram (Chana),5974.75,Rs/Quintal,Kharif
,,Gumla,Maize,1406.9,Rs/Quintal,Kharif
,,Gumla,Mustard,6436.87,Rs/Quintal,Kharif
,,Gumla,Onion,2132.67,Rs/Quintal,Kharif
,,Gumla,Potato,1762.91,Rs/Quintal,Kharif
,,Gumla,Rice (Paddy),1564.17,Rs/Quintal,Kharif
,,Gumla,Sugarcane,324.16,Rs/Quintal,Kharif
,,Gumla,Tomato,2367.52,Rs/Quintal,Kharif
,,Gumla,Wheat,2193.95,Rs/Quintal,Kharif
,,Hazaribagh,Arhar (Tur),6925.78,Rs/Quintal,Kharif
,,Hazaribagh,Gram (Chana),6072.42,Rs/Quintal,Kharif
,,Hazaribagh,Maize,1438.6,Rs/Quintal,Kharif
,,Hazaribagh,Mustard,6363.75,Rs/Quintal,Kharif
,,Hazaribagh,Onion,2119.77,Rs/Quintal,Kharif
,,Hazaribagh,Potato,1735.87,Rs/Quintal,Kharif
,,Hazaribagh,Rice (Paddy),1599.7,Rs/Quintal,Kharif
,,Hazaribagh,Sugarcane,327.75,Rs/Quintal,Kharif
,,Hazaribagh,Tomato,2309.56,Rs/Quintal,Kharif
,,Hazaribagh,Wheat,2224.06,Rs/Quintal,Kharif
,,Jamshedpur,Arhar (Tur),7335.5,Rs/Quintal,Kharif
,,Jamshedpur,Gram (Chana),6373,Rs/Quintal,Kharif
,,Jamshedpur,Maize,1511.06,Rs/Quintal,Kharif
,,Jamshedpur,Mustard,6691.34,Rs/Quintal,Kharif
,,Jamshedpur,Onion,2207.81,Rs/Quintal,Kharif
,,Jamshedpur,Potato,1772.51,Rs/Quintal,Kharif
,,Jamshedpur,Rice (Paddy),1652.99,Rs/Quintal,Kharif
,,Jamshedpur,Sugarcane,339.45,Rs/Quintal,Kharif
,,Jamshedpur,Tomato,2467.79,Rs/Quintal,Kharif
,,Jamshedpur,Wheat,2316.59,Rs/Quintal,Kharif
,,Jamtara,Arhar (Tur),6885.97,Rs/Quintal,Kharif
,,Jamtara,Gram (Chana),5965.33,Rs/Quintal,Kharif
,,Jamtara,Maize,1420.82,Rs/Quintal,Kharif
,,Jamtara,Mustard,6360.51,Rs/Quintal,Kharif
,,Jamtara,Onion,2114.38,Rs/Quintal,Kharif
,,Jamtara,Potato,1688.6,Rs/Quintal,Kharif
,,Jamtara,Rice (Paddy),1573.89,Rs/Quintal,Kharif
,,Jamtara,Sugarcane,322.28,Rs/Quintal,Kharif
,,Jamtara,Tomato,2371.54,Rs/Quintal,Kharif
,,Jamtara,Wheat,2200.41,Rs/Quintal,Kharif
,,Khunti,Arhar (Tur),6902.02,Rs/Quintal,Kharif
,,Khunti,Gram (Chana),5966.82,Rs/Quintal,Kharif
,,Khunti,Maize,1422.86,Rs/Quintal,Kharif
,,Khunti,Mustard,6395.82,Rs/Quintal,Kharif
,,Khunti,Onion,2130.74,Rs/Quintal,Kharif
,,Khunti,Potato,1705.34,Rs/Quintal,Kharif
,,Khunti,Rice (Paddy),1600.87,Rs/Quintal,Kharif
,,Khunti,Sugarcane,325.6,Rs/Quintal,Kharif
,,Khunti,Tomato,2269.13,Rs/Quintal,Kharif
,,Khunti,Wheat,2156.85,Rs/Quintal,Kharif
,,Koderma,Arhar (Tur),6939.27,Rs/Quintal,Kharif
,,Koderma,Gram (Chana),6046.22,Rs/Quintal,Kharif
,,Koderma,Maize,1398.68,Rs/Quintal,Kharif
,,Koderma,Mustard,6287.56,Rs/Quintal,Kharif
,,Koderma,Onion,2061.08,Rs/Quintal,Kharif
,,Koderma,Potato,1717.36,Rs/Quintal,Kharif
,,Koderma,Rice (Paddy),1581.44,Rs/Quintal,Kharif
,,Koderma,Sugarcane,321.91,Rs/Quintal,Kharif
,,Koderma,Tomato,2354.1,Rs/Quintal,Kharif
,,Koderma,Wheat,2163.56,Rs/Quintal,Kharif
,,Lohardaga,Arhar (Tur),6968.57,Rs/Quintal,Kharif
,,Lohardaga,Gram (Chana),6005.89,Rs/Quintal,Kharif
,,Lohardaga,Maize,1405.31,Rs/Quintal,Kharif
,,Lohardaga,Mustard,6423.69,Rs/Quintal,Kharif
,,Lohardaga,Onion,2102.01,Rs/Quintal,Kharif
,,Lohardaga,Potato,1754.02,Rs/Quintal,Kharif
,,Lohardaga,Rice (Paddy),1577.58,Rs/Quintal,Kharif
,,Lohardaga,Sugarcane,326.09,Rs/Quintal,Kharif
